"id","citizen_id","plate_number","make","model","color","manufacture_year","chassis_number","engine_number","registration_date"
"232","232","T232ABC","Isuzu","Polo","Black","2016","CHS0000000232","ENG0000000232","9/13/2025 12:00:00 AM"
"233","233","T233ABC","Honda","Noah","Red","2017","CHS0000000233","ENG0000000233","2/28/2024 12:00:00 AM"
"234","234","T234ABC","Hyundai","Hilux","Silver","2018","CHS0000000234","ENG0000000234","6/15/2022 12:00:00 AM"
"235","235","T235ABC","Isuzu","Rio","White","2019","CHS0000000235","ENG0000000235","12/2/2025 12:00:00 AM"
"236","236","T236ABC","Honda","Vitz","Gray","2020","CHS0000000236","ENG0000000236","10/24/2021 12:00:00 AM"
"237","237","T237ABC","Toyota","Canter","Red","2021","CHS0000000237","ENG0000000237","7/22/2024 12:00:00 AM"
"238","238","T238ABC","Volkswagen","Corolla","Red","2022","CHS0000000238","ENG0000000238","10/6/2023 12:00:00 AM"
"239","239","T239ABC","Honda","Canter","Black","2023","CHS0000000239","ENG0000000239","7/7/2023 12:00:00 AM"
"240","240","T240ABC","Honda","RAV4","Silver","2000","CHS0000000240","ENG0000000240","7/3/2024 12:00:00 AM"
"241","241","T241ABC","Isuzu","Hilux","White","2001","CHS0000000241","ENG0000000241","5/13/2024 12:00:00 AM"
"242","242","T242ABC","Hyundai","RAV4","Black","2002","CHS0000000242","ENG0000000242","11/8/2024 12:00:00 AM"
"243","243","T243ABC","Hyundai","Noah","Green","2003","CHS0000000243","ENG0000000243","3/14/2023 12:00:00 AM"
"244","244","T244ABC","Volkswagen","Corolla","Silver","2004","CHS0000000244","ENG0000000244","7/25/2024 12:00:00 AM"
"245","245","T245ABC","Kia","Vitz","Silver","2005","CHS0000000245","ENG0000000245","2/14/2024 12:00:00 AM"
"246","246","T246ABC","Nissan","Canter","Silver","2006","CHS0000000246","ENG0000000246","5/3/2023 12:00:00 AM"
"247","247","T247ABC","Ford","Corolla","Silver","2007","CHS0000000247","ENG0000000247","12/13/2021 12:00:00 AM"
"248","248","T248ABC","Volkswagen","Alto","Green","2008","CHS0000000248","ENG0000000248","4/20/2025 12:00:00 AM"
"249","249","T249ABC","Volkswagen","RAV4","Red","2009","CHS0000000249","ENG0000000249","2/12/2022 12:00:00 AM"
"250","250","T250ABC","Ford","Corolla","Blue","2010","CHS0000000250","ENG0000000250","12/24/2023 12:00:00 AM"
"251","251","T251ABC","Nissan","Polo","Green","2011","CHS0000000251","ENG0000000251","1/1/2023 12:00:00 AM"
"252","252","T252ABC","Nissan","Corolla","Green","2012","CHS0000000252","ENG0000000252","10/21/2022 12:00:00 AM"
"253","253","T253ABC","Isuzu","Canter","Red","2013","CHS0000000253","ENG0000000253","9/11/2024 12:00:00 AM"
"254","254","T254ABC","Nissan","Premio","Red","2014","CHS0000000254","ENG0000000254","2/2/2024 12:00:00 AM"
"255","255","T255ABC","Kia","Canter","White","2015","CHS0000000255","ENG0000000255","10/1/2024 12:00:00 AM"
"256","256","T256ABC","Isuzu","Corolla","White","2016","CHS0000000256","ENG0000000256","5/17/2021 12:00:00 AM"
"257","257","T257ABC","Mitsubishi","Corolla","Gray","2017","CHS0000000257","ENG0000000257","3/14/2022 12:00:00 AM"
"258","258","T258ABC","Mitsubishi","Polo","White","2018","CHS0000000258","ENG0000000258","4/22/2025 12:00:00 AM"
"259","259","T259ABC","Isuzu","Canter","Blue","2019","CHS0000000259","ENG0000000259","6/4/2021 12:00:00 AM"
"260","260","T260ABC","Ford","Vitz","Black","2020","CHS0000000260","ENG0000000260","3/26/2023 12:00:00 AM"
"261","261","T261ABC","Nissan","Alto","White","2021","CHS0000000261","ENG0000000261","6/23/2021 12:00:00 AM"
"262","262","T262ABC","Kia","Hilux","Gray","2022","CHS0000000262","ENG0000000262","8/11/2021 12:00:00 AM"
"263","263","T263ABC","Volkswagen","Corolla","Black","2023","CHS0000000263","ENG0000000263","5/20/2020 12:00:00 AM"
"264","264","T264ABC","Kia","Alto","Blue","2000","CHS0000000264","ENG0000000264","9/13/2020 12:00:00 AM"
"265","265","T265ABC","Hyundai","Alto","Silver","2001","CHS0000000265","ENG0000000265","9/24/2020 12:00:00 AM"
"266","266","T266ABC","Isuzu","Canter","White","2002","CHS0000000266","ENG0000000266","8/31/2022 12:00:00 AM"
"267","267","T267ABC","Suzuki","Vitz","Blue","2003","CHS0000000267","ENG0000000267","11/1/2023 12:00:00 AM"
"268","268","T268ABC","Kia","RAV4","Green","2004","CHS0000000268","ENG0000000268","6/23/2021 12:00:00 AM"
"269","269","T269ABC","Nissan","Canter","Red","2005","CHS0000000269","ENG0000000269","3/25/2023 12:00:00 AM"
"270","270","T270ABC","Toyota","Vitz","Silver","2006","CHS0000000270","ENG0000000270","4/17/2021 12:00:00 AM"
"271","271","T271ABC","Isuzu","Canter","Red","2007","CHS0000000271","ENG0000000271","12/16/2021 12:00:00 AM"
"272","272","T272ABC","Suzuki","Corolla","Green","2008","CHS0000000272","ENG0000000272","8/9/2023 12:00:00 AM"
"273","273","T273ABC","Toyota","RAV4","Black","2009","CHS0000000273","ENG0000000273","2/11/2020 12:00:00 AM"
"274","274","T274ABC","Honda","Noah","Silver","2010","CHS0000000274","ENG0000000274","2/21/2024 12:00:00 AM"
"275","275","T275ABC","Honda","Canter","Gray","2011","CHS0000000275","ENG0000000275","3/2/2021 12:00:00 AM"
"276","276","T276ABC","Ford","Corolla","Silver","2012","CHS0000000276","ENG0000000276","3/15/2022 12:00:00 AM"
"277","277","T277ABC","Toyota","Hilux","Green","2013","CHS0000000277","ENG0000000277","2/1/2022 12:00:00 AM"
"278","278","T278ABC","Toyota","Rio","White","2014","CHS0000000278","ENG0000000278","8/18/2020 12:00:00 AM"
"279","279","T279ABC","Suzuki","Rio","Gray","2015","CHS0000000279","ENG0000000279","10/16/2024 12:00:00 AM"
"280","280","T280ABC","Hyundai","Vitz","Green","2016","CHS0000000280","ENG0000000280","5/18/2022 12:00:00 AM"
"281","281","T281ABC","Hyundai","Rio","Blue","2017","CHS0000000281","ENG0000000281","8/6/2023 12:00:00 AM"
"282","282","T282ABC","Toyota","Rio","Red","2018","CHS0000000282","ENG0000000282","4/6/2025 12:00:00 AM"
"283","283","T283ABC","Mitsubishi","Rio","Green","2019","CHS0000000283","ENG0000000283","9/17/2022 12:00:00 AM"
"284","284","T284ABC","Kia","Corolla","Red","2020","CHS0000000284","ENG0000000284","4/18/2021 12:00:00 AM"
"285","285","T285ABC","Isuzu","Noah","Silver","2021","CHS0000000285","ENG0000000285","10/15/2021 12:00:00 AM"
"286","286","T286ABC","Nissan","Alto","Blue","2022","CHS0000000286","ENG0000000286","2/11/2021 12:00:00 AM"
"287","287","T287ABC","Mitsubishi","Noah","Red","2023","CHS0000000287","ENG0000000287","8/17/2023 12:00:00 AM"
"288","288","T288ABC","Suzuki","Premio","Gray","2000","CHS0000000288","ENG0000000288","10/26/2024 12:00:00 AM"
"289","289","T289ABC","Honda","Premio","Black","2001","CHS0000000289","ENG0000000289","3/12/2024 12:00:00 AM"
"290","290","T290ABC","Honda","Alto","Black","2002","CHS0000000290","ENG0000000290","6/18/2020 12:00:00 AM"
"291","291","T291ABC","Suzuki","Corolla","White","2003","CHS0000000291","ENG0000000291","12/7/2020 12:00:00 AM"
"292","292","T292ABC","Kia","Alto","Silver","2004","CHS0000000292","ENG0000000292","2/8/2022 12:00:00 AM"
"293","293","T293ABC","Mitsubishi","Alto","Red","2005","CHS0000000293","ENG0000000293","12/19/2023 12:00:00 AM"
"294","294","T294ABC","Honda","Alto","Silver","2006","CHS0000000294","ENG0000000294","4/17/2021 12:00:00 AM"
"295","295","T295ABC","Mitsubishi","RAV4","Black","2007","CHS0000000295","ENG0000000295","8/10/2024 12:00:00 AM"
"296","296","T296ABC","Mitsubishi","Corolla","Black","2008","CHS0000000296","ENG0000000296","6/8/2025 12:00:00 AM"
"297","297","T297ABC","Nissan","Hilux","Gray","2009","CHS0000000297","ENG0000000297","4/25/2023 12:00:00 AM"
"298","298","T298ABC","Ford","Rio","Red","2010","CHS0000000298","ENG0000000298","3/31/2023 12:00:00 AM"
"299","299","T299ABC","Kia","Noah","Gray","2011","CHS0000000299","ENG0000000299","10/10/2020 12:00:00 AM"
"300","300","T300ABC","Ford","RAV4","Silver","2012","CHS0000000300","ENG0000000300","1/28/2024 12:00:00 AM"
"301","301","T301ABC","Nissan","Noah","Silver","2013","CHS0000000301","ENG0000000301","3/10/2025 12:00:00 AM"
"302","302","T302ABC","Hyundai","Hilux","Black","2014","CHS0000000302","ENG0000000302","6/8/2025 12:00:00 AM"
"303","303","T303ABC","Nissan","Hilux","Black","2015","CHS0000000303","ENG0000000303","1/3/2021 12:00:00 AM"
"304","304","T304ABC","Mitsubishi","Canter","Red","2016","CHS0000000304","ENG0000000304","3/3/2022 12:00:00 AM"
"305","305","T305ABC","Ford","Hilux","White","2017","CHS0000000305","ENG0000000305","10/7/2024 12:00:00 AM"
"306","306","T306ABC","Volkswagen","Canter","Red","2018","CHS0000000306","ENG0000000306","8/11/2022 12:00:00 AM"
"307","307","T307ABC","Kia","Corolla","Gray","2019","CHS0000000307","ENG0000000307","10/20/2021 12:00:00 AM"
"308","308","T308ABC","Hyundai","Hilux","Red","2020","CHS0000000308","ENG0000000308","1/19/2020 12:00:00 AM"
"309","309","T309ABC","Nissan","Alto","Red","2021","CHS0000000309","ENG0000000309","8/29/2020 12:00:00 AM"
"310","310","T310ABC","Hyundai","Canter","White","2022","CHS0000000310","ENG0000000310","12/19/2025 12:00:00 AM"
"311","311","T311ABC","Hyundai","Rio","Black","2023","CHS0000000311","ENG0000000311","3/25/2023 12:00:00 AM"
"312","312","T312ABC","Honda","Canter","Silver","2000","CHS0000000312","ENG0000000312","12/22/2021 12:00:00 AM"
"313","313","T313ABC","Suzuki","Premio","Blue","2001","CHS0000000313","ENG0000000313","1/15/2023 12:00:00 AM"
"314","314","T314ABC","Mitsubishi","Premio","Green","2002","CHS0000000314","ENG0000000314","2/25/2023 12:00:00 AM"
"315","315","T315ABC","Honda","Polo","Green","2003","CHS0000000315","ENG0000000315","1/10/2025 12:00:00 AM"
"316","316","T316ABC","Mitsubishi","Rio","White","2004","CHS0000000316","ENG0000000316","4/20/2020 12:00:00 AM"
"317","317","T317ABC","Honda","RAV4","White","2005","CHS0000000317","ENG0000000317","9/15/2024 12:00:00 AM"
"318","318","T318ABC","Kia","Alto","Blue","2006","CHS0000000318","ENG0000000318","6/15/2020 12:00:00 AM"
"319","319","T319ABC","Toyota","Corolla","Green","2007","CHS0000000319","ENG0000000319","12/16/2024 12:00:00 AM"
"320","320","T320ABC","Isuzu","Hilux","Gray","2008","CHS0000000320","ENG0000000320","6/21/2022 12:00:00 AM"
"321","321","T321ABC","Hyundai","Premio","Gray","2009","CHS0000000321","ENG0000000321","3/30/2022 12:00:00 AM"
"322","322","T322ABC","Ford","Hilux","Red","2010","CHS0000000322","ENG0000000322","2/3/2024 12:00:00 AM"
"323","323","T323ABC","Volkswagen","Hilux","Blue","2011","CHS0000000323","ENG0000000323","1/15/2020 12:00:00 AM"
"324","324","T324ABC","Ford","Hilux","Red","2012","CHS0000000324","ENG0000000324","3/1/2025 12:00:00 AM"
"325","325","T325ABC","Kia","RAV4","Green","2013","CHS0000000325","ENG0000000325","9/30/2021 12:00:00 AM"
"326","326","T326ABC","Suzuki","RAV4","Black","2014","CHS0000000326","ENG0000000326","5/4/2025 12:00:00 AM"
"327","327","T327ABC","Kia","Premio","Blue","2015","CHS0000000327","ENG0000000327","10/23/2021 12:00:00 AM"
"328","328","T328ABC","Honda","Corolla","Black","2016","CHS0000000328","ENG0000000328","11/17/2022 12:00:00 AM"
"329","329","T329ABC","Kia","Canter","Green","2017","CHS0000000329","ENG0000000329","9/7/2025 12:00:00 AM"
"330","330","T330ABC","Nissan","Alto","Blue","2018","CHS0000000330","ENG0000000330","8/29/2022 12:00:00 AM"
"331","331","T331ABC","Ford","RAV4","White","2019","CHS0000000331","ENG0000000331","10/29/2024 12:00:00 AM"
"332","332","T332ABC","Toyota","Canter","Blue","2020","CHS0000000332","ENG0000000332","3/23/2025 12:00:00 AM"
"333","333","T333ABC","Suzuki","Corolla","Green","2021","CHS0000000333","ENG0000000333","4/10/2025 12:00:00 AM"
"334","334","T334ABC","Nissan","Canter","Green","2022","CHS0000000334","ENG0000000334","3/2/2023 12:00:00 AM"
"335","335","T335ABC","Toyota","Rio","Black","2023","CHS0000000335","ENG0000000335","1/7/2021 12:00:00 AM"
"336","336","T336ABC","Ford","RAV4","Silver","2000","CHS0000000336","ENG0000000336","10/29/2023 12:00:00 AM"
"337","337","T337ABC","Hyundai","Corolla","White","2001","CHS0000000337","ENG0000000337","6/27/2020 12:00:00 AM"
"338","338","T338ABC","Isuzu","Alto","Red","2002","CHS0000000338","ENG0000000338","5/11/2021 12:00:00 AM"
"339","339","T339ABC","Hyundai","Canter","Red","2003","CHS0000000339","ENG0000000339","9/4/2020 12:00:00 AM"
"340","340","T340ABC","Isuzu","Alto","Gray","2004","CHS0000000340","ENG0000000340","8/16/2022 12:00:00 AM"
"341","341","T341ABC","Kia","Canter","Green","2005","CHS0000000341","ENG0000000341","8/14/2022 12:00:00 AM"
"342","342","T342ABC","Nissan","Premio","Black","2006","CHS0000000342","ENG0000000342","8/28/2022 12:00:00 AM"
"343","343","T343ABC","Honda","Premio","Green","2007","CHS0000000343","ENG0000000343","8/8/2021 12:00:00 AM"
"344","344","T344ABC","Isuzu","Noah","Gray","2008","CHS0000000344","ENG0000000344","8/25/2021 12:00:00 AM"
"345","345","T345ABC","Nissan","Premio","Green","2009","CHS0000000345","ENG0000000345","5/7/2020 12:00:00 AM"
"346","346","T346ABC","Honda","RAV4","Red","2010","CHS0000000346","ENG0000000346","7/13/2024 12:00:00 AM"
"347","347","T347ABC","Suzuki","Alto","Green","2011","CHS0000000347","ENG0000000347","7/6/2023 12:00:00 AM"
"348","348","T348ABC","Hyundai","Polo","Silver","2012","CHS0000000348","ENG0000000348","7/27/2022 12:00:00 AM"
"349","349","T349ABC","Nissan","Rio","Silver","2013","CHS0000000349","ENG0000000349","7/31/2020 12:00:00 AM"
"350","350","T350ABC","Suzuki","Vitz","Blue","2014","CHS0000000350","ENG0000000350","3/30/2022 12:00:00 AM"
"351","351","T351ABC","Ford","Canter","Blue","2015","CHS0000000351","ENG0000000351","1/6/2025 12:00:00 AM"
"352","352","T352ABC","Volkswagen","Premio","Green","2016","CHS0000000352","ENG0000000352","9/7/2023 12:00:00 AM"
"353","353","T353ABC","Volkswagen","RAV4","Green","2017","CHS0000000353","ENG0000000353","3/7/2025 12:00:00 AM"
"354","354","T354ABC","Ford","Vitz","Green","2018","CHS0000000354","ENG0000000354","6/25/2023 12:00:00 AM"
"355","355","T355ABC","Kia","Hilux","White","2019","CHS0000000355","ENG0000000355","10/12/2022 12:00:00 AM"
"356","356","T356ABC","Suzuki","Vitz","Blue","2020","CHS0000000356","ENG0000000356","8/12/2024 12:00:00 AM"
"357","357","T357ABC","Nissan","Premio","White","2021","CHS0000000357","ENG0000000357","9/1/2021 12:00:00 AM"
"358","358","T358ABC","Toyota","Alto","Gray","2022","CHS0000000358","ENG0000000358","10/13/2022 12:00:00 AM"
"359","359","T359ABC","Kia","Alto","Black","2023","CHS0000000359","ENG0000000359","7/31/2025 12:00:00 AM"
"360","360","T360ABC","Hyundai","Vitz","Green","2000","CHS0000000360","ENG0000000360","1/15/2020 12:00:00 AM"
"361","361","T361ABC","Volkswagen","RAV4","Gray","2001","CHS0000000361","ENG0000000361","2/16/2023 12:00:00 AM"
"362","362","T362ABC","Kia","RAV4","Gray","2002","CHS0000000362","ENG0000000362","5/8/2022 12:00:00 AM"
"363","363","T363ABC","Toyota","Alto","White","2003","CHS0000000363","ENG0000000363","3/17/2022 12:00:00 AM"
"364","364","T364ABC","Volkswagen","Corolla","Green","2004","CHS0000000364","ENG0000000364","7/20/2025 12:00:00 AM"
"365","365","T365ABC","Toyota","Vitz","Red","2005","CHS0000000365","ENG0000000365","8/12/2021 12:00:00 AM"
"366","366","T366ABC","Isuzu","Alto","Blue","2006","CHS0000000366","ENG0000000366","7/30/2020 12:00:00 AM"
"367","367","T367ABC","Honda","Premio","Green","2007","CHS0000000367","ENG0000000367","12/20/2025 12:00:00 AM"
"368","368","T368ABC","Mitsubishi","Corolla","Red","2008","CHS0000000368","ENG0000000368","1/18/2021 12:00:00 AM"
"369","369","T369ABC","Nissan","Corolla","Gray","2009","CHS0000000369","ENG0000000369","6/12/2020 12:00:00 AM"
"370","370","T370ABC","Kia","Corolla","Green","2010","CHS0000000370","ENG0000000370","12/1/2024 12:00:00 AM"
"371","371","T371ABC","Ford","Vitz","Silver","2011","CHS0000000371","ENG0000000371","9/11/2022 12:00:00 AM"
"372","372","T372ABC","Honda","Premio","Gray","2012","CHS0000000372","ENG0000000372","8/26/2025 12:00:00 AM"
"373","373","T373ABC","Ford","Premio","Green","2013","CHS0000000373","ENG0000000373","1/10/2021 12:00:00 AM"
"374","374","T374ABC","Nissan","Vitz","Gray","2014","CHS0000000374","ENG0000000374","3/28/2020 12:00:00 AM"
"375","375","T375ABC","Hyundai","Vitz","Green","2015","CHS0000000375","ENG0000000375","9/16/2022 12:00:00 AM"
"376","376","T376ABC","Suzuki","Polo","White","2016","CHS0000000376","ENG0000000376","3/31/2020 12:00:00 AM"
"377","377","T377ABC","Kia","Rio","Silver","2017","CHS0000000377","ENG0000000377","2/23/2024 12:00:00 AM"
"378","378","T378ABC","Isuzu","Polo","Green","2018","CHS0000000378","ENG0000000378","1/15/2020 12:00:00 AM"
"379","379","T379ABC","Hyundai","Polo","Red","2019","CHS0000000379","ENG0000000379","2/9/2023 12:00:00 AM"
"380","380","T380ABC","Suzuki","Corolla","Blue","2020","CHS0000000380","ENG0000000380","1/22/2021 12:00:00 AM"
"381","381","T381ABC","Volkswagen","Rio","Black","2021","CHS0000000381","ENG0000000381","7/6/2025 12:00:00 AM"
"382","382","T382ABC","Nissan","Canter","White","2022","CHS0000000382","ENG0000000382","5/29/2022 12:00:00 AM"
"383","383","T383ABC","Isuzu","Alto","Silver","2023","CHS0000000383","ENG0000000383","6/15/2021 12:00:00 AM"
"384","384","T384ABC","Toyota","Premio","Black","2000","CHS0000000384","ENG0000000384","2/4/2025 12:00:00 AM"
"385","385","T385ABC","Volkswagen","Hilux","Blue","2001","CHS0000000385","ENG0000000385","6/8/2023 12:00:00 AM"
"386","386","T386ABC","Nissan","Corolla","Red","2002","CHS0000000386","ENG0000000386","2/8/2025 12:00:00 AM"
"387","387","T387ABC","Suzuki","Polo","Black","2003","CHS0000000387","ENG0000000387","11/9/2021 12:00:00 AM"
"388","388","T388ABC","Nissan","Noah","Red","2004","CHS0000000388","ENG0000000388","6/28/2024 12:00:00 AM"
"389","389","T389ABC","Nissan","Vitz","Gray","2005","CHS0000000389","ENG0000000389","1/5/2023 12:00:00 AM"
"390","390","T390ABC","Honda","Hilux","Green","2006","CHS0000000390","ENG0000000390","8/10/2022 12:00:00 AM"
"391","391","T391ABC","Kia","Polo","Black","2007","CHS0000000391","ENG0000000391","7/24/2023 12:00:00 AM"
"392","392","T392ABC","Ford","Vitz","Green","2008","CHS0000000392","ENG0000000392","9/24/2022 12:00:00 AM"
"393","393","T393ABC","Suzuki","Vitz","Gray","2009","CHS0000000393","ENG0000000393","8/22/2021 12:00:00 AM"
"394","394","T394ABC","Honda","Rio","Green","2010","CHS0000000394","ENG0000000394","10/28/2023 12:00:00 AM"
"395","395","T395ABC","Mitsubishi","Premio","Blue","2011","CHS0000000395","ENG0000000395","5/7/2021 12:00:00 AM"
"396","396","T396ABC","Isuzu","Vitz","Silver","2012","CHS0000000396","ENG0000000396","4/18/2020 12:00:00 AM"
"397","397","T397ABC","Nissan","Premio","White","2013","CHS0000000397","ENG0000000397","2/8/2022 12:00:00 AM"
"398","398","T398ABC","Ford","Polo","Black","2014","CHS0000000398","ENG0000000398","9/10/2023 12:00:00 AM"
"399","399","T399ABC","Isuzu","Corolla","Red","2015","CHS0000000399","ENG0000000399","1/16/2022 12:00:00 AM"
"400","400","T400ABC","Ford","Corolla","Silver","2016","CHS0000000400","ENG0000000400","7/28/2024 12:00:00 AM"
"401","401","T401ABC","Kia","Polo","Gray","2017","CHS0000000401","ENG0000000401","4/20/2022 12:00:00 AM"
"402","402","T402ABC","Suzuki","RAV4","Silver","2018","CHS0000000402","ENG0000000402","12/29/2020 12:00:00 AM"
"403","403","T403ABC","Volkswagen","Hilux","Silver","2019","CHS0000000403","ENG0000000403","7/3/2020 12:00:00 AM"
"404","404","T404ABC","Ford","Vitz","Silver","2020","CHS0000000404","ENG0000000404","3/12/2021 12:00:00 AM"
"405","405","T405ABC","Honda","RAV4","Blue","2021","CHS0000000405","ENG0000000405","9/21/2020 12:00:00 AM"
"406","406","T406ABC","Ford","Canter","Gray","2022","CHS0000000406","ENG0000000406","10/14/2023 12:00:00 AM"
"407","407","T407ABC","Suzuki","Hilux","White","2023","CHS0000000407","ENG0000000407","2/13/2023 12:00:00 AM"
"408","408","T408ABC","Mitsubishi","Alto","Green","2000","CHS0000000408","ENG0000000408","7/2/2021 12:00:00 AM"
"409","409","T409ABC","Isuzu","Alto","Silver","2001","CHS0000000409","ENG0000000409","2/14/2022 12:00:00 AM"
"410","410","T410ABC","Hyundai","Polo","Red","2002","CHS0000000410","ENG0000000410","11/9/2024 12:00:00 AM"
"411","411","T411ABC","Mitsubishi","Rio","Red","2003","CHS0000000411","ENG0000000411","4/22/2023 12:00:00 AM"
"412","412","T412ABC","Ford","Noah","Green","2004","CHS0000000412","ENG0000000412","5/4/2023 12:00:00 AM"
"413","413","T413ABC","Hyundai","Premio","Gray","2005","CHS0000000413","ENG0000000413","9/30/2021 12:00:00 AM"
"414","414","T414ABC","Honda","Hilux","White","2006","CHS0000000414","ENG0000000414","7/22/2022 12:00:00 AM"
"415","415","T415ABC","Toyota","Noah","Green","2007","CHS0000000415","ENG0000000415","7/9/2021 12:00:00 AM"
"416","416","T416ABC","Isuzu","Alto","Gray","2008","CHS0000000416","ENG0000000416","7/25/2020 12:00:00 AM"
"417","417","T417ABC","Nissan","Rio","Green","2009","CHS0000000417","ENG0000000417","1/15/2020 12:00:00 AM"
"418","418","T418ABC","Suzuki","Polo","Black","2010","CHS0000000418","ENG0000000418","2/15/2024 12:00:00 AM"
"419","419","T419ABC","Volkswagen","Alto","Gray","2011","CHS0000000419","ENG0000000419","4/21/2024 12:00:00 AM"
"420","420","T420ABC","Kia","Noah","Green","2012","CHS0000000420","ENG0000000420","3/25/2021 12:00:00 AM"
"421","421","T421ABC","Isuzu","Premio","Red","2013","CHS0000000421","ENG0000000421","6/10/2025 12:00:00 AM"
"422","422","T422ABC","Hyundai","Alto","Red","2014","CHS0000000422","ENG0000000422","7/26/2020 12:00:00 AM"
"423","423","T423ABC","Honda","Polo","Black","2015","CHS0000000423","ENG0000000423","3/15/2024 12:00:00 AM"
"424","424","T424ABC","Kia","RAV4","Blue","2016","CHS0000000424","ENG0000000424","3/7/2024 12:00:00 AM"
"425","425","T425ABC","Nissan","Canter","Black","2017","CHS0000000425","ENG0000000425","5/11/2024 12:00:00 AM"
"426","426","T426ABC","Mitsubishi","Rio","White","2018","CHS0000000426","ENG0000000426","10/28/2025 12:00:00 AM"
"427","427","T427ABC","Nissan","Corolla","Blue","2019","CHS0000000427","ENG0000000427","7/4/2025 12:00:00 AM"
"428","428","T428ABC","Mitsubishi","Premio","Blue","2020","CHS0000000428","ENG0000000428","12/8/2024 12:00:00 AM"
"429","429","T429ABC","Isuzu","Vitz","White","2021","CHS0000000429","ENG0000000429","1/10/2025 12:00:00 AM"
"430","430","T430ABC","Kia","Rio","Silver","2022","CHS0000000430","ENG0000000430","8/29/2022 12:00:00 AM"
"431","431","T431ABC","Isuzu","Vitz","Blue","2023","CHS0000000431","ENG0000000431","11/17/2023 12:00:00 AM"
"432","432","T432ABC","Honda","Alto","Gray","2000","CHS0000000432","ENG0000000432","4/22/2022 12:00:00 AM"
"433","433","T433ABC","Nissan","Corolla","Red","2001","CHS0000000433","ENG0000000433","9/28/2022 12:00:00 AM"
"434","434","T434ABC","Hyundai","Noah","Gray","2002","CHS0000000434","ENG0000000434","12/3/2021 12:00:00 AM"
"435","435","T435ABC","Mitsubishi","Vitz","Gray","2003","CHS0000000435","ENG0000000435","11/6/2024 12:00:00 AM"
"436","436","T436ABC","Nissan","Vitz","Gray","2004","CHS0000000436","ENG0000000436","11/9/2020 12:00:00 AM"
"437","437","T437ABC","Mitsubishi","Premio","Blue","2005","CHS0000000437","ENG0000000437","3/9/2021 12:00:00 AM"
"438","438","T438ABC","Mitsubishi","Alto","Gray","2006","CHS0000000438","ENG0000000438","2/18/2021 12:00:00 AM"
"439","439","T439ABC","Isuzu","Rio","Blue","2007","CHS0000000439","ENG0000000439","6/27/2023 12:00:00 AM"
"440","440","T440ABC","Suzuki","Premio","Black","2008","CHS0000000440","ENG0000000440","4/11/2023 12:00:00 AM"
"441","441","T441ABC","Mitsubishi","Hilux","Gray","2009","CHS0000000441","ENG0000000441","6/7/2021 12:00:00 AM"
"442","442","T442ABC","Volkswagen","Corolla","Green","2010","CHS0000000442","ENG0000000442","12/25/2025 12:00:00 AM"
"443","443","T443ABC","Hyundai","Alto","Blue","2011","CHS0000000443","ENG0000000443","7/16/2021 12:00:00 AM"
"444","444","T444ABC","Nissan","RAV4","Black","2012","CHS0000000444","ENG0000000444","2/28/2023 12:00:00 AM"
"445","445","T445ABC","Toyota","RAV4","Black","2013","CHS0000000445","ENG0000000445","9/6/2020 12:00:00 AM"
"446","446","T446ABC","Nissan","Canter","White","2014","CHS0000000446","ENG0000000446","11/21/2022 12:00:00 AM"
"447","447","T447ABC","Mitsubishi","Premio","Silver","2015","CHS0000000447","ENG0000000447","2/16/2025 12:00:00 AM"
"448","448","T448ABC","Volkswagen","Noah","Gray","2016","CHS0000000448","ENG0000000448","7/12/2025 12:00:00 AM"
"449","449","T449ABC","Mitsubishi","Noah","Blue","2017","CHS0000000449","ENG0000000449","12/11/2025 12:00:00 AM"
"450","450","T450ABC","Kia","Canter","Black","2018","CHS0000000450","ENG0000000450","1/25/2022 12:00:00 AM"
"451","451","T451ABC","Suzuki","Premio","Black","2019","CHS0000000451","ENG0000000451","1/16/2024 12:00:00 AM"
"452","452","T452ABC","Isuzu","Premio","White","2020","CHS0000000452","ENG0000000452","6/3/2025 12:00:00 AM"
"453","453","T453ABC","Ford","Rio","Blue","2021","CHS0000000453","ENG0000000453","12/10/2020 12:00:00 AM"
"454","454","T454ABC","Nissan","Noah","Black","2022","CHS0000000454","ENG0000000454","10/5/2024 12:00:00 AM"
"455","455","T455ABC","Nissan","Noah","Green","2023","CHS0000000455","ENG0000000455","4/1/2022 12:00:00 AM"
"456","456","T456ABC","Hyundai","Hilux","Silver","2000","CHS0000000456","ENG0000000456","10/13/2023 12:00:00 AM"
"457","457","T457ABC","Hyundai","Canter","Green","2001","CHS0000000457","ENG0000000457","9/3/2025 12:00:00 AM"
"458","458","T458ABC","Kia","RAV4","Blue","2002","CHS0000000458","ENG0000000458","12/10/2022 12:00:00 AM"
"459","459","T459ABC","Kia","Rio","Red","2003","CHS0000000459","ENG0000000459","1/12/2024 12:00:00 AM"
"460","460","T460ABC","Isuzu","RAV4","Silver","2004","CHS0000000460","ENG0000000460","5/7/2025 12:00:00 AM"
"461","461","T461ABC","Mitsubishi","Noah","Silver","2005","CHS0000000461","ENG0000000461","3/23/2025 12:00:00 AM"
"462","462","T462ABC","Volkswagen","Alto","Gray","2006","CHS0000000462","ENG0000000462","5/5/2020 12:00:00 AM"
